-180.0000000	-0.0170558	0.0067056
-175.0000000	0.1047751	0.0342387
-170.0000000	0.2198844	0.0890559
-165.0000000	0.3358887	0.1655973
-160.0000000	0.4562027	0.2670847
-155.0000000	0.5782743	0.3963351
-150.0000000	0.6923900	0.5523832
-145.0000000	0.7833893	0.7276137
-140.0000000	0.8365578	0.9082796
-135.0000000	0.8445507	1.0794002
-130.0000000	0.8098219	1.2305350
-125.0000000	0.7412464	1.3579357
-120.0000000	0.6489066	1.4626657
-115.0000000	0.5408600	1.5474963
-110.0000000	0.4224838	1.6148238
-105.0000000	0.2971774	1.6660182
-100.0000000	0.1672655	1.7016318
-95.0000000	0.0346024	1.7218222
-90.0000000	0.0000000	1.7266381
-85.0000000	-0.1515174	1.7161174
-80.0000000	-0.3017119	1.6902994
-75.0000000	-0.4462446	1.6492135
-70.0000000	-0.5811112	1.5927784
-65.0000000	-0.7027864	1.5205023
-60.0000000	-0.8083673	1.4310287
-55.0000000	-0.8957195	1.3218903
-50.0000000	-0.9636363	1.1901639
-45.0000000	-1.0120302	1.0346607
-40.0000000	-1.0422022	0.8592646
-35.0000000	-1.0572891	0.6750373
-30.0000000	-1.0631201	0.4980240
-25.0000000	-1.0700943	0.2466563
-24.0000000	-1.0730955	0.2234209
-23.0000000	-1.0770908	0.2009082
-22.0000000	-1.0823422	0.1791453
-21.0000000	-1.0891579	0.1581583
-20.0000000	-1.0979039	0.1379723
-19.0000000	-1.1090184	0.1186115
-18.0000000	-1.1230321	0.1000993
-17.0000000	-1.1405949	0.0824576
-16.0000000	-1.1625128	0.0657078
-15.0000000	-1.1898000	0.0498700
-14.0000000	-1.1689000	0.0423300
-13.0000000	-1.1380000	0.0360600
-12.0000000	-1.0918000	0.0311200
-11.0000000	-1.0386000	0.0269100
-10.0000000	-0.9799000	0.0234400
-9.0000000	-0.9128000	0.0207400
-8.0000000	-0.7797000	0.0182700
-7.0000000	-0.6857000	0.0168200
-6.0000000	-0.5907000	0.0160200
-5.0000000	-0.4854000	0.0162700
-4.0000000	-0.3723000	0.0179100
-3.0000000	-0.2582000	0.0196700
-2.0000000	-0.1453000	0.0213500
-1.0000000	-0.0352000	0.0225000
0.0000000	0.0727000	0.0230500
1.0000000	0.1799000	0.0231700
2.0000000	0.2841000	0.0232600
3.0000000	0.3899000	0.0231000
4.0000000	0.4969000	0.0229000
5.0000000	0.6028000	0.0226500
6.0000000	0.7100000	0.0224500
7.0000000	0.8162000	0.0223600
8.0000000	0.9212000	0.0226400
9.0000000	1.0224000	0.0236000
10.0000000	1.1163000	0.0252700
11.0000000	1.2018000	0.0275300
12.0000000	1.2732000	0.0303300
13.0000000	1.3253000	0.0341800
14.0000000	1.3760000	0.0387400
15.0000000	1.4032000	0.0449800
16.0000000	1.3609616	0.0608415
17.0000000	1.3257605	0.0776163
18.0000000	1.2963061	0.0952845
19.0000000	1.2715737	0.1138249
21.0000000	1.2331297	0.1534321
22.0000000	1.2181921	0.1744515
23.0000000	1.2054649	0.1962482
24.0000000	1.1945602	0.2187960
25.0000000	1.1851495	0.2420681
30.0000000	1.1519163	0.3682870
35.0000000	1.1265425	0.6976084
40.0000000	1.0962457	0.8786710
45.0000000	1.0127138	1.0492277
50.0000000	0.9830834	1.1998882
55.0000000	0.9195541	1.3278293
60.0000000	0.8322157	1.4344461
65.0000000	0.7287932	1.5223788
70.0000000	0.6143539	1.5937303
75.0000000	0.4921142	1.6496058
80.0000000	0.3643148	1.6903737
85.0000000	0.2327745	1.7160671
90.0000000	0.0991436	1.7266381
95.0000000	-0.0349923	1.7220408
100.0000000	-0.1680492	1.7022410
105.0000000	-0.2983822	1.6672060
110.0000000	-0.4241831	1.6168230
115.0000000	-0.5432353	1.5506569
120.0000000	-0.6523861	1.4675754
125.0000000	-0.7467276	1.3655218
130.0000000	-0.8188638	1.2419803
135.0000000	-0.8592334	1.0956764
140.0000000	-0.8586843	0.9293511
145.0000000	-0.8132283	0.7518876
150.0000000	-0.7279972	0.5771363
155.0000000	-0.6162799	0.4189852
160.0000000	-0.4935007	0.2862180
165.0000000	-0.3708745	0.1810401
170.0000000	-0.2526992	0.1012875
175.0000000	-0.1369910	0.0437359
180.0000000	-0.0170558	0.0067056
