-180.0000000	-0.0210809	0.0068210
-175.0000000	0.1010128	0.0324248
-170.0000000	0.2161570	0.0869382
-165.0000000	0.3319844	0.1631322
-160.0000000	0.4520722	0.2642203
-155.0000000	0.5740720	0.3930871
-150.0000000	0.6884581	0.5489100
-145.0000000	0.7801253	0.7242208
-140.0000000	0.8342098	0.9053053
-135.0000000	0.8431028	1.0770566
-130.0000000	0.8090595	1.2288409
-125.0000000	0.7409083	1.3567765
-120.0000000	0.6487902	1.4618928
-115.0000000	0.5408438	1.5469885
-110.0000000	0.4225061	1.6145008
-105.0000000	0.2972088	1.6658285
-100.0000000	0.1672918	1.7015376
-95.0000000	0.0346167	1.7217907
-90.0000000	0.0000000	1.7266381
-85.0000000	-0.1521281	1.7161178
-80.0000000	-0.3041641	1.6902687
-75.0000000	-0.4517986	1.6491183
-70.0000000	-0.5910808	1.5925797
-65.0000000	-0.7185691	1.5201468
-60.0000000	-0.8314863	1.4304323
-55.0000000	-0.9278840	1.3209252
-50.0000000	-1.0068320	1.1886714
-45.0000000	-1.0686599	1.0325159
-40.0000000	-1.1153161	0.8564834
-35.0000000	-1.1509799	0.6718430
-30.0000000	-1.1832499	0.4947790
-25.0000000	-1.2257491	0.3401176
-24.0000000	-1.2374215	0.3127315
-23.0000000	-1.2507643	0.1716389
-22.0000000	-1.2661295	0.1496637
-21.0000000	-1.2839331	0.1284733
-20.0000000	-1.3046699	0.1080929
-19.0000000	-1.3289347	0.0885469
-18.0000000	-1.3574494	0.0698585
-17.0000000	-1.3911000	0.0520500
-16.0000000	-1.3758000	0.0425200
-15.0000000	-1.3479000	0.0350700
-14.0000000	-1.3125000	0.0290400
-13.0000000	-1.2642000	0.0241400
-12.0000000	-1.2041000	0.0200900
-11.0000000	-1.1344000	0.0166000
-10.0000000	-1.0503000	0.0143100
-9.0000000	-0.9502000	0.0126900
-8.0000000	-0.8432000	0.0113700
-7.0000000	-0.7318000	0.0102400
-6.0000000	-0.6176000	0.0092500
-5.0000000	-0.5011000	0.0084500
-4.0000000	-0.3826000	0.0079000
-3.0000000	-0.2628000	0.0074800
-2.0000000	-0.1423000	0.0071900
-1.0000000	-0.0203000	0.0073800
0.0000000	0.1019000	0.0076700
1.0000000	0.2237000	0.0079800
2.0000000	0.3451000	0.0082900
3.0000000	0.4657000	0.0085600
4.0000000	0.5853000	0.0088600
5.0000000	0.7032000	0.0093100
6.0000000	0.8187000	0.0100300
7.0000000	0.9315000	0.0108500
8.0000000	1.0421000	0.0117600
9.0000000	1.1496000	0.0128000
10.0000000	1.2528000	0.0140400
11.0000000	1.3492000	0.0154800
12.0000000	1.4337000	0.0173700
13.0000000	1.4957000	0.0200000
14.0000000	1.5433000	0.0248800
15.0000000	1.5736000	0.0321800
16.0000000	1.5194229	0.0481033
17.0000000	1.4736154	0.0649438
18.0000000	1.4346654	0.0826816
20.0000000	1.3727778	0.1207627
21.0000000	1.3480913	0.1410607
22.0000000	1.3266683	0.1621649
23.0000000	1.3079716	0.1840501
24.0000000	1.2915499	0.3369229
25.0000000	1.2770211	0.3652263
30.0000000	1.2228201	0.5230300
35.0000000	1.1818413	0.6997828
40.0000000	1.1393995	0.8805079
45.0000000	1.0873135	1.0505521
50.0000000	1.0210605	1.2007138
55.0000000	0.9205933	1.3282816
60.0000000	0.8329741	1.4346664
65.0000000	0.7293711	1.5224726
70.0000000	0.6147967	1.5937601
75.0000000	0.4924396	1.6496050
80.0000000	0.3645295	1.6903613
85.0000000	0.2328810	1.7160558
90.0000000	0.0991436	1.7266381
95.0000000	-0.0350975	1.7220615
100.0000000	-0.1682584	1.7022922
105.0000000	-0.2986951	1.6672998
110.0000000	-0.4246032	1.6169773
115.0000000	-0.5437766	1.5509036
120.0000000	-0.6530892	1.4679738
125.0000000	-0.7476847	1.3661714
130.0000000	-0.8202432	1.2430131
135.0000000	-0.8612679	1.0972079
140.0000000	-0.8615867	0.9313906
145.0000000	-0.8170460	0.7542679
150.0000000	-0.7325174	0.5795497
155.0000000	-0.6211017	0.4211245
160.0000000	-0.4982302	0.2879057
165.0000000	-0.3752845	0.1822499
170.0000000	-0.2567734	0.1020803
175.0000000	-0.1408904	0.0441808
180.0000000	-0.0210809	0.0068210
